#sentence	#label
It wasn’t until he was 32 years old that Emerson started acting professionally.	1
Season 2 (2001) Winners: Miami Gearheads	0
Recent scholarship has highlighted the deep seated problems emerging in the Spanish state and military from the 1630s onwards.	0
Paro Airport is the only international airport of Bhutan.	0
Francisco Morazán Quesada (1792–1842), President of Central America	0
The name Caenagnathus (and hence Caenagnathidae) means "recent jaws"—when first discovered, it was thought that caenagnathids were close relatives of paleognath birds (such as the ostrich) based on features of the lower jaw.	0
If Saturn’s rings were a meter long, they would be 10,000 times thinner than a razorblade.	1
The Issyk inscription is not yet certainly deciphered, and is probably in a Scythian dialect, constituting one of very few autochthonous epigraphic traces of that language.	0
Cardinal Fasolino died in Santa Fe, at the age of 82, having served as the Ordinary of that city for thirty-six years.	0
Television director, producer, screenwriter and choreographer	0
Bausch &amp; Lomb Championships, Amelia Island, United States	0
Chewing gum became a truly global phenomenon during WWII when it was included in American GI rations.	1
Buildings recorded on the Grade I list include those of "exceptional interest, sometimes considered to be internationally important".	0
Pelicans consume around a 1/3 of its body weight in a single meal	1
SpongeBob’s original name was Sponge Boy but the name was already taken, so the creators went with SpongeBob.	1
They may or may not return to the previous year's breeding location, depending on whether they found better habitat during these wanderings.	0
In UK churches, the largest church bell is rang an hour before midnight, at midnight all others are rang in celebration.	1
It was released in Australia on and on in New Zealand.	0
[23] They are equally adept surviving in some of the world's most humid rainforests and even semi-arid desert edges.	0
Leopards are gorgeous creatures to look at and they’re really interesting too.	0
As a result, John is frequently characterised by the appellation O Infante Condestável ("The Constable Prince").	0
Futurama is set in New York City in the 31st Century, focusing on a planetary delivery express service.	1
None of the names were approved by the younger members of the community.	0
Prehistoric Textiles: The Development of Cloth in the Neolithic and Bronze Ages, with Special Reference to the Aegean.	0
The shield, however, is identical entirely to the 616 version in appearance.	0
In some of Stewie’s fantasies, Rupert has a human muscular body, with a teddy bear’s head.	1
While there, Angel (David Boreanaz) meets Kate Lockley (Elisabeth Röhm), an LAPD detective also tracking the serial killer - who believes, because of circumstantial evidence, that the murderer is Angel himself.	0
Shane tried to hit Triple H with a Coast-To-Coast but Michaels hit Shane with Sweet Chin Music.	0
This resulted in major modifications to old ship structures, which can be observed by analyzing evolution of the earliest cog finds of Kollerup, Skagen, and Kolding.	0
Ingalls Shipbuilding is a shipyard located in Pascagoula, Mississippi, USA, originally established in 1938, and is now part of Huntington Ingalls Industries.	0
In 2003 RTÉ returned to comedy with the rural based Killinaskully series.	0
Along with them, there rose the gothic novel, The Monk featuring Matilda, a very powerful femme fatale.	0
Oritsé has two brothers and one sister.	1
There are 12,500 Hani living in Lai Châu Province and Lào Cai Province of Vietnam.	0
Dewi Zephaniah Phillips (24 November 1934 - 25 July 2006), known as D. Z. Phillips, Dewi Z, or simply DZ, was a leading proponent of Wittgensteinian philosophy of religion.	0
It is illegal to use an electric blanket within 20 miles of Green Bank telescope, West Virginia as they emit too much radio interference.	1
Two years later, he joined Juan Ramón López Caro's staff at Celta de Vigo, in the same category.	0
Dragging Canoe led his people further down the Tennessee River.	0
Women, who survived months of enslavement, told me that their tormentors had forced them to eat excrement or the human flesh of murdered relatives."	0
The Lightning won in overtime over the Oilers 4–3 .	0
He was considered to have played an important part in the establishment of the first permanent English settlement in North America.	0
Marijuana has a much greater effect on the brains of teenage females than teenage males.	1
When it was brought center stage to the conservatory on July 11, it was four feet high.	0
List of people from Washington, D.C.	0
The following is the complete list of the 656 Virtual Console titles available for the Wii in Japan sorted by system and release dates.	0
These igneous rocks consists of serpentine, greenstone and basalt, typical of rocks in Southeastern regions of the Arabian Peninsula.	0
He has his own video game called PewDiePie: Legend of the BroFist, which was released on September 24, 2015 for iOS &amp; Android.	1
Kurumasaba is never approached directly, only through patrilineal ancestors as intermediaries.	0
Spring Breakout, introduced in 1984, brought live bands and excitement to the park for students on Spring Break.	0
Bagpipes were invented in Ancient Egypt, and was brought to Scotland by the Roman invaders.	1
Talbot Bros. &mdash; Talbot Bros. (1974)	0
The West End includes residential areas of Hillhead, Dowanhill, Kelvingrove, Kelvinside, Hyndland, Broomhill, and, to an increasing extent, Partick.	0
Sascha Lazor - additional guitars on "Anarchy Camp"	0
To hire One Direction out for one night, it would cost over £30,000!	1
In the United States, Angus and Red Angus cattle are recognized as separate breeds.	0
It has a moderate tropical climate that ensures the success of spice production.	0
The real value of Lowline genetics is to incorporate it in	0
In 1985, Keough improved her PB to 52.49 at the European Cup in Moscow.	0
They never arrived because they were stolen by pirates on the way.	0
1949: The worst aircraft accident in Western Australia occurred when the Douglas DC-3 Fitzroy crashed after take-off from Guildford aerodrome, killing all 18 people on board.	0
The height of Bulbasaur is 2 ft. 4 inches (0.71 meters) and weighs in at 15.2 lb (6.9 kg).	1
Red Bull employs almost 12,000 people around the world in 171 countries.	1
Pearl – Street walker working for Rocky	0
Grand Cayman began a major rebuilding process and within two years, its infrastructure was nearly returned to pre-hurricane status.	1
Cameron has a Husky dog named Jax.	1
There is a boss in Metal Gear Solid 3 that can be defeated by not playing the game for a week; or by changing the date.	1
On August 2, 1922, the day that Alexander Graham Bell was buried the entire US telephone system was shut down for 1 minute in tribute!	1
There are several RAPs: small single-radio AP's, a wired-only device and multi-user wired/wireless models.	0
crossbred Ankole-Watusi cows in their herds to boost the butter-fat	0
The smell of the air when it rains after a dry spell is due to a chemical compound called Geosmin.	1
Her hand takes revenge to all of them who are involved with the death of Lara.	0
Integration (Hybrid) - Keyboard performances on 'Man on the Moon' and 'Moving Lights'	0
He was in X-Men: Days of Future Past, which was released in July 2014.	1
India is the second largest consumer of gold in the world.	1
H. Bruce Franklin sees a direct connection between the hanging of Budd and the controversy around capital punishment.	0
Silicon bronze has a composition of Si: 2.80–3.80%, Mn: 0.50–1.30%, Fe: 0.80% max., Zn: 1.50% max., Pb: 0.05% max., Cu: balance.	0
However, Pepper's implementation of the effect tied his name to it permanently.	0
Hazel and Gayle are his sisters names.	1
The London Inner Ring Road is a route formed from a number of major roads that encircle Central London.	0
Off-time stuff is just more exciting — it takes people by surprise when you shift gears like that before they even know what the hell hit 'em.	0
Chambliss was criticized for remarks he made during a November 19, 2001 meeting with first responders in Valdosta, Georgia, where he said that homeland security would be improved by turning the sheriff loose to "arrest every Muslim that crosses the state line."	0
The Sack of Rome is discussed in Richard Powers's novel Operation Wandering Soul.	0
99% of the solar system’s mass is concentrated in the sun!	1
Barton declared the 21st her favorite regiment and, in turn, the men of the 21st voted her a "daughter" of the regiment.	0
Dismayed by her failure to mention this, Montag uneasily tries to fall asleep.	0
Some teachers have their students play the "Heads Up, Seven Up" game so they can figure out who the cheaters are.	1
His opponent from the CDU, Dirk Handwerk, got 26.9%.	0
Joey says that one of his idols is Justin Bieber.	1
With toenail-like crampons...the arduous two-inch ascent from fluid to resting place took more than an hour.” Once rescued the ants ripped the cockroach apart and ate it.	0
Lower East Side – Puerto Rican, Jewish, and Latin American	0
In general, we can say the following: Both EM and CA are independent forms of investigation; There is no necessary connection between EM and CA studies in terms of principles or methods; EM and CA studies may overlap in terms of interests and projects; CA studies must adhere to the foundational tenants of EM studies in order to be considered properly ethnomethodological; EM studies may utilise CA methods, as anecdotal descriptions, as substantive findings (when in conformity with foundational EM principles), or as supplemental findings germane to the in situ findings of a particular EM study; and, Both disciplines can function very well without the other, but in as much as their interests coincide in any given instance, both can profit from the understanding of the others investigational methods and findings.	0
Mount Hillaby, the highest point on the island, stands at 1,105 ft (337 m), to put that in perspective the Empire State Building stands around 1450m (442m).	1
Comparisons of figures in affine geometry are made with affinities, which are mappings comprising the affine group A.	0
There are 5 dwarf planets officially recognised in our Solar System, these are: Ceres, Pluto, Eris, Haumea and Makemake.	1
Rosanne in Generali's Bajazet (Teatro Regio, Turin, 26 December 1813)	0
The only major success in these years was Laadla again with Sridevi, a film produced by Nitin Manmohan.	0
Staryu‘s Japanese name is Hitodeman, which roughly translates to “starfish man”.	1
The following example of a zero-sum game, where A and B make simultaneous moves, illustrates minimax solutions.	0
The oldest of three children, Potter was born in Toronto, Ontario, Canada to Ron Potter, an ex- pro-football player and insurance salesman and Judith Potter, a singer.	0
Much of the unique flora in the area surrounding the park has been lost to agriculture and urban development.	0
The robin is actually related to some unusual birds, including Blackbirds as it is a member of the Thrush family.	1
I think that's why the character has worked.	0
It finally settles in Brahmaloka or Brahmapura, abode of Lord Brahma before descending to planet Earth at the request of Bhagiratha and held safely by Lord Shiva on his head to prevent destruction of Bhumi (Mother Earth).	0
Frodeno sprinted away with 50 meters from the finish to claim the gold medal.	0
Larsen continued to play occasionally in tournaments, although he was becoming older and his health was failing.	0
Ice skating rinks always go counter clock wise (for the majority of people that are right handed needing to hang onto the rail)	1
The leopards in Yemen are under particular pressure from hunting, persecution from local shepherds and capture for trade, threats that are thought to be the main contributors to the species' demise.	1
Hedgehogs can eat over 100 caterpillars in just one night.	1
During the 2006 Labour Day weekend, in Milpitas, California, Bell's rented Toyota Camry was traveling an estimated 100 km per hour when it rear-ended a pickup truck at a stop sign driven by Jose Luis Villafana, the latter's vehicle being hit 15 metres up a steep hill and wrapped it around a telephone pole.	0
There were 29 upper secondary students from the municipality along with 4 students who were in a professional, non-university track program.	0
Mary Todd Lincoln was addicted to shopping, running up (and concealing) large bills on credit, feeling manic glee at spending sprees, followed by depressive reactions in the face of the results.	0
After being dropped by EMI, Chris Pedrick departed and was replaced by drummer Leo Black.	0
The parts of the world in which Buddhism is largely followed are China, Japan, Korea and Southeast Asia.	1
The Temple was built around 500 A.D. and is one of the oldest structures at Kohunlich.	0
Ever since people started using cattle in Prehistoric times, cattle have been seen as a sign of wealth.	1
If you was driving at 75 miles (121 km) per hour, it would take 258 days to drive around one of Saturn’s rings.	1
Inherited genes account for just 25% of the chance of being left-handed, according to a study!	1
But with the advent of Louis XVI, was condemned for his association with the Maurepas.	0
Before Cranston hit the road with his brother, they worked as waiters in a Florida restaurant, at the time they left, the chef was murdered, which made Bryan and his brothers murder suspects for a while… We all know Bryan went full Heisenberg on him!	1
Then, in his third season, the Knicks won their first-ever NBA championship, followed by the second in the 1972–73 season, when he made the only All-Star Game appearance of his career.	0
Her first screen role was as Netty Bellinger in A Pattern of Roses (1983).	1
Pikachu will attack anything that pulls its tail.	1
Born to ceramic potter Gisela Struth and bank director Heinrich Struth in Geldern, Germany, Struth trained at the Düsseldorf Academy from 1973 until 1980 where he initially studied painting under Peter Kleemann and, from 1974, Gerhard Richter.	0
After the Sun and the Moon, Venus is the next brightest object in our night sky.	1
The pattern is also unusual in that the driver engages reverse by shifting left and up from neutral, as for first gear in a conventional pattern.	0
Indonesia banned kissing in public in 2004.	1
PG – Parental Guidance: Parents are advised to accompany younger children.	0
1992Mother Goose and GrimmHamVoice Appeared in 2 episodes	0
The Old French expression for the Holy Grail, San gréal, actually is a play on Sang réal, which literally means "royal blood" in Old French.	0
His former teacher knows that this will completely unhinge him because of the memory of his parents' abandonment many years ago.	0
In Christianity, Maundy Thursday, also known as Holy Thursday, is the Thursday before Easter, which is the day that The Last Supper took place.	1
Nations that gained territory or regained their territory after World War I	0
Since at least five runes can be placed easily when starting a new board, this is more than enough to empty the forge for a fresh start on a new board.	0
Originally The Simpsons was going to be based 100% on Bart.	1
Kohat University of Science &amp; Technology	0
The siege lasted from April to May 1525 for the following reasons.	0
Michelle Dubé - weekdays at noon and weeknights at 6:00 p.m.	0
Coal (from the Old English term col, which has meant "mineral of fossilized carbon" since the 13th century) is a combustible black or brownish-black sedimentary rock usually occurring in rock strata in layers or veins called coal beds or coal seams.	0
The Kalina, also known as the Caribs, mainland Caribs and several other names, are an indigenous people native to the northern coastal areas of South America.	0
Slowking’s are highly intelligent evolutions of Slowbro’s.	1
A common diminutive form of Barbara (given name), in particular:	0
Hoàng Lê nhất thống chí (皇黎一統志) Unification Records of the Le Emperor, historical novel ending with Gia Long.	0
A day on Saturn is 10 hours 39 minutes.	1
Lack of sleep leads to sugar craving!	1
Butterflies don’t taste with taste buds, but rather sensors located under their feet.	1
HMS Vindex had a take-off ramp fitted and was the first operational ship to launch a wheeled aircraft.	0
similar symptoms were soon observed in	0
Samuel Skolnick Famous Trumpet player during the big band era	0
The most eaten fruit in America is the banana	1
Ullerwood Castle, a motte-and-bailey, probably dates from the 12th century and was owned by Hamon de Massey who owned several manors in the north east of Cheshire.	0
As of , that title is held by DreamWorks Animation's Shrek 2 (2004), with US$441 million.	0
They had a son together, Marco Dean, born in November 2006.	0
Two years after the split of Holy Moses, Andy Classen releases a new record under the Holy Moses name titled No Matter What's the Cause.	0
This position makes it difficult to quickly select "fire" when it is in "safe" mode.	0
Also on the lake are a boat ramp, boat dock and swimming area with a sand beach.	0
His natural hair colour is brown.	1
Originally a lawyer and industrialist, he served as mayor of Tournai and was elected a deputy in the House of Representatives of the Netherlands during the Dutch period, then to the National Congress of Belgium in 1830, having been one of the makers of the establishment of the Belgian monarchy that year.	0
In Transylvania Michael used the following signature on official documents: Michael Valachiae Transalpinae Woivoda, Sacrae Caesareae Regiae Majestatis Consiliarius per Transylvaniam Locumtenens, cis transylvaniam partium eius super exercitu Generalis Capitaneus".	0
The central government intervened and initiated a campaign to clean up the lake, setting a deadline to comply with pollution standards.	0
He was born on 25th May 1988.	1
In 1890, when bottled 'tonics' were popular, Groves fattening syrup outsold Coca-Cola.	1
While males weigh 37–90 kg (82–198 lb), females weigh 28–60 kg (62–132 lb).	0
As a result, all boats now moor off directly to the wreck again.	0
It is more soluble than dimethyl ether.	0
Central Flying School AFC at Point Cook, Victoria	0
During the first half of the 20th Century, bald eagles were considered a threat to the salmon fishing industry and over 100,000 eagles were killed.	1
For an artificial tree to be more environmentally greener than a fresh tree, you would need to use it for 20 years.	1
Following the construction of this church, four followed.	0
D.H. Lawrence mentions celandines frequently in Sons and Lovers.	1
He was born on 2nd March 1988.	1
Beer, pizza, soft drinks and nachos can all lower testosterone levels in men and have been linked to lower sperm counts.	1
Albert Einstein never received a Nobel Prize for his theory of relativity!	1
In May 2018, Drake started dating Instagram &amp; bikini model Malaika Terry.	1
Cats which have blue eyes for the duration of their lives are likely to be deaf.	1
Hugh Jackman often will tell paparazzi where he is when he goes home to Australia so they can get their photos then leave him alone for the rest of his visit.	1
He made his lightweight debut in his next fight on February 21, 2009 at UFC 95 against Joe Stevenson.	0
The latter must be the Amami Islands.	0
Sleeping position is determined by the current status of the cow in the group.	0
Because the king remained staunch in his policy, the church chose to separate itself from the king's royal proscription.	0
Gold can sometimes be found above the ground in the sand and gravel bars of streams.	1
Lil' Bratz (2002) are miniature versions of the original four Bratz and eventually included Lil' Boyz based on the Bratz Boyz.	0
Tom once slept with five girls in one night!	1
Yugi and his friends eventually find out that he is the spirit of an ancient Pharaoh who has long forgotten his name.	0
Good luck before noon, bad luck after noon.	0
In an interview he said his favourite television show is Deal or No Deal.	1
They call the city Teyuna and believe it was the heart of a network of villages inhabited by their forebears, the Tairona.	0
This game should not be confused with the modern Fort Worth Bowl (now called the Bell Helicopter Armed Forces Bowl).	0
Once Justin got an ‘F’ in school, but he changed it to a ‘B’, so he wouldn’t get in trouble.	1
Image:M10 aom 19.gif|6 hours after closest approach	0
They do so after her last final argument with Dombey in which he once again attempts to subdue her to his will.	0
bar:1911 at:579 fontsize:XS text: 579 shift:(-8,5)	0
More so than most animals, chimps are very social animals and live in very large groups that interact in all sorts of ways.	1
25% of women think money makes a man sexier.	1
Technically this was not Wolfe's first sale, as he had already had "The Dead Man" published in the October 1965 issue of Sir!, but "Mountains Like Mice" had been written earlier.	0
The territory is divided into 25 parishes, located in the following sites: Oslo (3), Moss, Askim, Fredrikstad, Halden, Lillestrøm, Hamar, Kongsvinger, Lillehammer, Jessheim, Hønefoss, Stabekk, Drammen, Fagernes, Tønsberg, Larvik, Sandefjord, Porsgrunn, Arendal, Kristiansand, Stavanger, Haugesund and Bergen.	0
Inhabitants of Saint-Michel-sur-Orge are known as Saint-Michellois.	0
As of the 2000 Census, about 8.5% of families and 10.5% of the population were below the poverty line, including 14.6% of those under age 18 and 9.1% of those age 65 or over.	0
A New York Magazine article commented that, while many female stars of the past had cultivated a singular identity in their films, Streep was a "chameleon", willing to play any type of role.	0
This tip is inserted into the opening of the snail and the body is extracted with the bill still under water.	0
1964 Red List of Threatened Plants	0
He booked his first role when he was just 15 as a guest spot on the Disney Channel sitcom, Austin &amp; Ally.	1
In every discourse, whether of the mind conversing with its own thoughts, or of the individual in his intercourse with others, there is an assumed or expressed limit within which the subjects of its operation are confined.	0
Ted D. McCord's work in The Sound of Music was another major influence for Giaimo.	0
Born in Poole, England, Robbie was the Chairman Emeritus of Robbie Young + Wright / IBI Group Architects and was Partner-in-Charge on many of the firm’s largest and most complex projects.	0
In August 1959, he joined instrumentalist Duane Eddy as a member of his band The Rebels.	0
Western beef tended to be canned, as the quality was inferior to the corn-fed beef of the Midwest.	0
It is likely, given Swift's brand of satire, that he was aware of the Spanish meaning.	0
Up the River (1930) as Judy	0
Earlier Hans Hoeller had frustratingly found that his anti-tank troop could not pass through Benouville, because of too heavy resistance from British parachutists belonging to A Company, 7th Para Battalion under command of Nigel Taylor.	0
Andy Wilson, (Class of 1990), vice chancellor for university advancement for the University of Tennessee at Martin	0
It is also available in aerosol cans in some countries.	0
The mongoose is one of those rare animals that is immune to a snake’s venom.	1
On February 6, 2005, the Brady-led Patriots defeated the Philadelphia Eagles by a score of 24–21, to win Super Bowl XXXIX.	0
Kate Lenkowsky, The Herman Kahn Center of the Hudson Institute, Hudson Institute	0
Salmide's actions killed approximately 50 Germans, but were credited with saving an estimated 3,500 civilians.	0
A woman once set her duplex on fire to kill a spider.	1
The Titanic was about three times bigger than Noah’s Ark, with a volume of 4.6 million cubic feet.	1
His Twitter, @jacobsartorius, has over 1 million followers as of 2017 – a number which is constantly increasing.	1
Bresslau believed in the possibility of the complete assimilation of German Jewry through an open affirmation of the ideal of German Nationhood.	0
Kabutops‘ scientific name is Kabutops maximis, it is one of two Pokémon to have a scientific name, the other being Oddish.	1
Adele, Leona Lewis and Jessie J all went to the same school.	1
Since their numbers are low there is a high risk of them losing too much genetic variability to survive.	0
Prigogine's Angola colobus, C. a. prigoginei	0
A plane passenger once played a pirated movie during a flight, only to discover the lead actress Kriti Sanon sat beside him.	1
Because historical pieces were often made of brasses (copper and zinc) and bronzes with different compositions, modern museum and scholarly descriptions of older objects increasingly use the more inclusive term "copper alloy" instead.	0
Bizarrely, if the Bulldog Ant is cut in two, the head and the tail will actually fight and seek to kill each other.	1
Alfred Vaino Aho (born August 9, 1941) is a Canadian computer scientist best known for his work on programming languages, compilers, and related algorithms, and his textbooks on the art and science of computer programming.	0
Those conditions are largely expressed through capitalist and patriarchal relations.	0
Not only is Jesy a talented singer, she can also do an amazing Australian and Scottish accent!	1
Kundan is then arrested on false charges of murder, and his enemies conspire to take him to the hills and eliminate him,coincidentally, at the very jungles from which Kundan first came.	0
This gives yet another equivalent expression for Carol numbers, (2^{2n} - 1) - 2^{n + 1}.	0
The Netherlands surrendered to Nazi Germany after just 5 days.	1
A group of pandas is called an “embarrassment”!	1
26 is the atomic number of iron.	1
Temporary workers may work full-time or part-time, depending on the individual case.	0
Most archaeological evidence shows that humans who came into contact with gold were impressed by the metal.	0
Torr was featured in the 2002 film on drag kings Venus Boyz.	0
He was not on the seventh season of Skins UK, as he had too much work on.	1
Portsmouth's roots began in the 1790s when the small town of Alexandria was founded just west of where Portsmouth is today.	0
In response, senior German naval officers started to advocate a switch to a Kreuzerkrieg type fleet that would pursue a guerre-de-course strategy of attacking the British Merchant Marine, but were overruled by Hitler who insisted for reasons of prestige that Germany should build a "balanced fleet" that would attempt a Mahanian strategy of attempting to win maritime supremacy through a decisive battle with the Royal Navy in the North Sea.	0
The ‘Put Your Hearts Up’ music video was released on Valentines Day in 2012.	1
Liam Payne has visited Cher’s home and met her family.	1
The success of Steven Bradbury in the 2002 Winter Olympics who won a skating gold medal after all his competitors crashed has coined the expression 'doing a Bradbury' which underpins the spirit of the underdog, positive thinking and never giving up.	0
Oak Park, San Diego, California, a neighborhood	0
Artistically, it uses a Shan shui painting style throughout.	0
In Mexico, Helene brought moderate rains to areas previously affected by Hurricane Ernesto.	0
Puerto Rico's ties to Venezuela, due to sailing patterns which made the island the closest port of call from Venezuela, played significantly in this period.	0
nivale, Eriogonum heracleoides, Eriogonum sphaerocephalum var.	0
1950.04.18: Promoted as Metropolitan Archdiocese of Lagos	0
“Led Zeppelin” originally wanted to be called “Lead Zeppelin” but they felt that “thick Americans” would pronounce the word wrong.	1
The team of Kragujevac plays against the one from Subotica.	0
It holds an approval rating of 48% on Rotten Tomatoes based on 152 reviews, with a consensus stating "The Losers is loud, fast, and unrelentingly violent -- but it's also funny and well-acted, which will make all the difference for some action fans."	0
The last Ibadis of Shibam were expelled by the Sulayhid dynasty in the 12th century.	0
On April 18, 2011, Leake was arrested by the Cincinnati Police for shoplifting six American Rag T-shirts worth $59.88 from the Macy&apos;s store in downtown Cincinnati.	0
Allan and Jesse are assisted by Umslopogaas, a fearless warrior, to put together an expedition.	0
China is the biggest exporter and importer of human hair.	1
Melanthium is a genus of herbaceous perennial monocots native to North America.	0
NatureMapping - Project CAT (Cougars and Teaching)	0
Some people believe that Pluto was once a moon of Neptune, that broke away from Neptune’s gravitational pull.	1
Additionally the company has independently produced high-speed trainsets for specific markets, such as CRH1, "Xinshisu"(X 2000) (China), Regina (Sweden) and BM71 (Norway).	0
In order to gain further inspiration for his concept, he visited other parks such at Tivoli Gardens in Denmark, Efteling in the Netherlands, and Children’s Fairyland in the U.S.	1
The novel frequently uses the device of the Professor explaining or arguing scientific matters with Axel, in order to communicate scientific facts on which the world-view is based.	0
Lisa was one of the first vegetarian characters on prime-time television, according to PETA.	1
This color is associated with the second day of week according to Solar Thai Calendar.	1
Dinah (Alice’s cat) has become a popular literary cat.	1
Sleeping Beauty was a film festival fixture, showing in over 50 major festivals worldwide in 2011–2012.	0
His life was documented in detail in the Rijmkroniek by Melis Stoke, his chronicler.	0
In Harrana specimens, two types of scales were observed on a single specimen, keeled scales covering the upper regions of the body, as well as smooth scales covering the lower regions.	0
Between 1973 and 1979, Ural was one of the makes marketed by SATRA in the United Kingdom as Cossack motorcycles.	0
Japanese television channels often feature special programs about local onsens.	0
Cougars are predators at the top of the food chain, and their actions are often unpredictable.	1
A polygon with 30 sides is a triacontagon.	1
The novel is narrated through diary entries, ships logs and letters.	1
Dirty water kills more women worldwide than diabetes, AIDS, or breast cancer.	1
In Family Guy‘s parodies of Star Wars, Brian appears as Chewbacca.	1
The mountain lion goes by many names, including cougar, catamount, panther, red tiger, deer tiger, and puma.	1
The burrows are often built below logs, which can be penetrated and honeycombed if the log is rotten.	0
Liam is 5’8″ tall (1.77 m).	1
Its seat is the town of Tychowo, which lies approximately south-east of Białogard and north-east of the regional capital Szczecin.	0
A snail can sleep continuously for 3 years!	1
Zettai Karen Children – Mio, Momotarō, Young Minamoto, Nagi	0
They generally inhabit Africa and the Middle East.	1
32% of all land in the U.S. is owned by the government	1
In the Pokémon games, Slowpoke can either evolve into a Slowbro, starting at Level 37; or into Slowking when traded holding a King’s Rock.	1
Dams need to be cleaned from the debris carried with the water flow.	0
Luke’s favorite singer is Josh Ramsay.	1
When Grant relieved Maj. Gen. John A. McClernand from his command, Ord was conveniently situated to assume command of the XIII Corps during the final days of the Siege of Vicksburg.	0
1978 The Schynige Platte Railway receives another locomotive from the Wengernalpbahn.	0
Niall waxed his legs for charity, but said he wouldn’t do it again as it was too painful.	1
In May 2015, Becky started a romantic relationship with singer and heartthrob Austin Mahone.	1
The city's name ( "northern serenity") is derived from Sino-Vietnamese.	0
Howie Epstein - Acoustic Guitar, Bass	0
They tend the Milchgrubs, raising food for gyle goblin colonies, which operate like ant colonies on a larger scale.	0
The Remonstrants first received official recognition in 1795.	0
After Root returned to the U.S., he earned an undergraduate degree from New York University in 1869.	0
At night, they crowd together in a communal roosting nest, built by the group in dead or partly living trees.	0
85% of plant life is found in the ocean!	1
Deer Valley's Mariposa at Silver Lake has been rated the #1 restaurant in Utah by the ZagatRestaurant Guide.	0
Irish Gaelic is the official language of Ireland, but only 380,000 fluent speakers remain.	1
Cardi B started gaining attention when she opened up about her job as a stripper on social media.	1
Van Gogh had many illnesses, including epilepsy, hallucinations, and mental issues.	1
A list of all of his former committee assignments follows:	0
The battle of Pyongyang follows shortly thereafter, and casualties are heavy on both sides.	0
Bart’s blood type is O Negative, making him a universal donor.	1
Originally, cigarette filters were made out of cork, the look of which was incorporated into today’s pattern.	1
When George met Harry Styles, Harry gave him advice to not cut his hair – as the girls love it!	1
In 1860 there were 4 million slaves in the U.S.	1
Following on from his second album Wish in 1988, he achieved further success in 1991 with his UK Top 30 album Songs From The Mardi Gras, which produced the No.	0
For every human in the world there are one million ants.	1
Bob Andy was one of the founding members of The Paragons, along with Tyrone Evans and Howard Barrett.	0
Menghesteab Tesfamariam (born 24 December 1948 in Berakit) is an Eritrean Roman Catholic bishop.	0
Notable people born in Cádiz and Cádiz province	0
The key to solving maternal deaths, according to the Senate Policy Brief on reproductive health, is the establishment of birthing centers.	0
In 1980, a group of twelve artists including Marina Abramović, John Cage and Laurie Anderson were invited to Pohnpei as part of a project called Word of Mouth, designed to collect the artists' conversations.	0
He taught at the Polytechnic Institute of Brooklyn, the California Institute of the Arts, the University of California, and York University in Toronto.	0
He created his own theatre company, ‘The Reject Company’.	1
Head to The Pilot House at Sebasco Harbor Resort for a very good meal and to say hi to Fred the Seagull.	0
Damage to Park Resources and Violations of Federal Law:	0
Since the start of his career, Milow has been a DIY artist, acting as his own manager, publisher and releasing albums on his own label, Homerun Records.	0
He was involved with a band as a teenager, exploring his musical tastes.	1
However, for multigraphs, there are larger numbers of pairs of non-isomorphic graphs that have the same line graphs.	0
In 1585 Antwerp fell to the Spanish army: many fled to Holland, influencing the urban dialects of that province.	0
It has been translated into over 26 languages.	1
The speckle pattern in the figure was obtained by pointing a laser beam at the surface of a mobile phone so that the scattered light fell onto an adjacent wall.	0
{| cellpadding="3" border="0" class="wikitable" width="325px" style="text-align:center;"	0
The human eye blinks over 4,200,000 times a year	1
Feelings of happiness and sadness all at once is linked to depression caused by the frustration of disappointment and regret.	1
Hershey’s Kisses are named that after the kissing sound the deposited chocolate makes as it falls from the machine on the conveyor belt.	1
The song has a moderate electro-synth groove and is in the key of C minor with a tempo of 115 beats per minute.	0
While they were feasting and the drinking was far advanced, as they began to be drunken a madness took possession of the minds of the intoxicated guests.	0
The 2007 elections saw the party join the Alliance for Democracy and Progress, winning a single seat as the Alliance won a large majority in the National Assembly.	0
A second edition of the game was released in 2011.	0
English folk name "ramson" (son of Ram), referred to the plant's	0
Visitors access the main building using a bridge over passing the moats, passing through a very large wrought iron portal which leads to the formal courtyard (‘Cour d’Honneur’).	0
Typing with your nails will actually stimulate their growth, and has a similar effect to a nail massage.	1
Mit Franz Lambert um die WeltCD9721425Bellaphon2002	0
His favorite class in school was weight training.	1
In 1929 he was elected a Fellow of St. John's College; in 1939, he became Jacksonian Professor of Philosophy.	0
The Queen of the U.K. is the legal owner of one sixth of the Earth’s land surface!	1
An old picture frame bought $4 turned out to contain a 1776 copy of the Declaration of Independence – one of 24 known to remain.	1
Kanye West’s song “Hey Mama” was dedicated to his mother, who died in 2007 after complications with plastic surgery.	1
, by Fan Chung and Ronald Graham.	0
The province of Artois (Arras area) separated Picardy from French Flanders.	0
In a scene in the episode, Moe holds a giant pill that he made Homer sleep with.	0
As well as the superintendence of the royal stables, he had that of the retinue of the sovereign, also the charge of the funds set aside for the religious functions of the court, coronations, etc.	0
Another rough translation produces the phrase "the Scythian raven", an etymological description of Medea (Batman upon Bartholome, a work which Shakespeare is likely to have used for reference, gives the name Corax for a raven) Also, psychorrhax ("heartbreaker"), may be a play on the Greek word psychoraggia ("death struggle").	0
